# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Sep 28 14:40:53 2025
#
# User preference: *
#
# COLUMN disposition:    Archive Disposition
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_occdep:      Occultation Depth [%]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_umag:        u (Sloan) Magnitude
# COLUMN sy_gmag:        g (Sloan) Magnitude
# COLUMN sy_rmag:        r (Sloan) Magnitude
# COLUMN sy_imag:        i (Sloan) Magnitude
# COLUMN sy_zmag:        z (Sloan) Magnitude
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_icmag:       I (Cousins) Magnitude
# COLUMN sy_tmag:        TESS Magnitude
# COLUMN sy_kepmag:      Kepler Magnitude
#
disposition,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_trandep,pl_trandur,pl_occdep,pl_rvamp,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_dens,st_vsin,st_rotp,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag
CONFIRMED,6.33926770000,,3.91968000,0.34969103,,,,,120.0020,922.00,0,0.17390000,3.0200000,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5289.00,0.930000,,,,4.460000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h30m51.34s,352.7139342,-11d04m38.48s,-11.0773564,290.49500000,13.6700000,12.8610000,11.4010000,10.9910000,10.9310000,,,,,,10.8810000,10.9470000,10.8780000,8.8590000,12.6357000,,12.1093000,12.614
CONFIRMED,6.33906900000,,3.66000000,0.32652389,,,,,,,0,,3.2000000,,,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G8,5367.00,0.897000,0.842000,0.1240,[Fe/H],4.456000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h30m51.34s,352.7139342,-11d04m38.48s,-11.0773564,290.49500000,13.6700000,12.8610000,11.4010000,10.9910000,10.9310000,,,,,,10.8810000,10.9470000,10.8780000,8.8590000,12.6357000,,12.1093000,12.614
CONFIRMED,6.33932000000,,3.90000000,0.34793529,,,,,138.0000,874.00,0,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5310.00,0.910000,0.930000,0.2400,[Fe/H],4.420000,,1.9000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h30m51.34s,352.7139342,-11d04m38.48s,-11.0773564,290.49500000,13.6700000,12.8610000,11.4010000,10.9910000,10.9310000,,,,,,10.8810000,10.9470000,10.8780000,8.8590000,12.6357000,,12.1093000,12.614
CONFIRMED,6.33906900000,,3.66000000,0.32652389,,,,,,,0,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5367.00,0.897000,0.842000,0.1240,[Fe/H],4.456000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h30m51.34s,352.7139342,-11d04m38.48s,-11.0773564,290.49500000,13.6700000,12.8610000,11.4010000,10.9910000,10.9310000,,,,,,10.8810000,10.9470000,10.8780000,8.8590000,12.6357000,,12.1093000,12.614
CONFIRMED,8.58289000000,,2.33000000,0.20786903,,,,,179.0000,932.00,0,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5773.00,1.094000,0.990000,0.0380,[Fe/H],4.310000,,1.8000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h42m31.30s,355.6304152,-09d42m48.89s,-9.7135814,259.20800000,12.2310000,11.8270000,10.5120000,10.2330000,10.1840000,14.5754000,12.1665000,11.6409000,11.4841000,12.5192000,10.1180000,10.1650000,10.2820000,8.7580000,11.5697000,,11.1312000,11.636
CONFIRMED,8.58356600000,,2.11800000,0.18895563,,,,,,,0,,3.1000000,,,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G3,5782.00,1.084000,0.802000,-0.0340,[Fe/H],4.273000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h42m31.30s,355.6304152,-09d42m48.89s,-9.7135814,259.20800000,12.2310000,11.8270000,10.5120000,10.2330000,10.1840000,14.5754000,12.1665000,11.6409000,11.4841000,12.5192000,10.1180000,10.1650000,10.2820000,8.7580000,11.5697000,,11.1312000,11.636
CONFIRMED,8.58404300000,,2.18400000,0.19484376,,,,,,,0,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5782.00,1.084000,0.802000,-0.0340,[Fe/H],4.273000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h42m31.30s,355.6304152,-09d42m48.89s,-9.7135814,259.20800000,12.2310000,11.8270000,10.5120000,10.2330000,10.1840000,14.5754000,12.1665000,11.6409000,11.4841000,12.5192000,10.1180000,10.1650000,10.2820000,8.7580000,11.5697000,,11.1312000,11.636
CONFIRMED,20.85133700000,,2.04000000,0.18199692,,,,,,,0,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5782.00,1.084000,0.802000,-0.0340,[Fe/H],4.273000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h42m31.30s,355.6304152,-09d42m48.89s,-9.7135814,259.20800000,12.2310000,11.8270000,10.5120000,10.2330000,10.1840000,14.5754000,12.1665000,11.6409000,11.4841000,12.5192000,10.1180000,10.1650000,10.2820000,8.7580000,11.5697000,,11.1312000,11.636
CONFIRMED,20.85133700000,,2.04000000,0.18199692,,,,,,,0,,5.2000000,,,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G3,5782.00,1.084000,0.802000,-0.0340,[Fe/H],4.273000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h42m31.30s,355.6304152,-09d42m48.89s,-9.7135814,259.20800000,12.2310000,11.8270000,10.5120000,10.2330000,10.1840000,14.5754000,12.1665000,11.6409000,11.4841000,12.5192000,10.1180000,10.1650000,10.2820000,8.7580000,11.5697000,,11.1312000,11.636
CONFIRMED,4.60547000000,,6.40000000,0.57097074,37.60000000,0.11830283,Mass,,1370.0000,1550.00,0,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,4915.00,3.080000,1.380000,0.4300,[Fe/H],3.580000,,0.1000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m28.37s,338.3682095,-09d01m22.59s,-9.0229405,307.47000000,12.1530000,10.8310000,9.0820000,8.5940000,8.5160000,14.9806000,11.4948000,10.6072000,10.3292000,10.6531000,8.4190000,8.5140000,8.4410000,8.3380000,10.5959000,,9.9735000,10.581
CONFIRMED,4.60280000000,,,,,,,,,,0,,8.1840000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4911.00,3.120570,,0.3900,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m28.37s,338.3682095,-09d01m22.59s,-9.0229405,307.47000000,12.1530000,10.8310000,9.0820000,8.5940000,8.5160000,14.9806000,11.4948000,10.6072000,10.3292000,10.6531000,8.4190000,8.5140000,8.4410000,8.3380000,10.5959000,,9.9735000,10.581
CONFIRMED,4.60543000000,0.0620000000,8.20000000,0.73155500,50.30000000,0.15826071,Mass,0.000000,,,0,,,,14.40000,<a refstr=VAN_EYLEN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..143V/abstract target=ref>Van Eylen et al. 2016</a>,,4881.00,3.880000,1.530000,0.3200,[Fe/H],3.440000,0.036000,2.0100,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m28.37s,338.3682095,-09d01m22.59s,-9.0229405,307.47000000,12.1530000,10.8310000,9.0820000,8.5940000,8.5160000,14.9806000,11.4948000,10.6072000,10.3292000,10.6531000,8.4190000,8.5140000,8.4410000,8.3380000,10.5959000,,9.9735000,10.581
CONFIRMED,4.60497000000,0.0570800000,7.09000000,0.63252743,,,,,1148.0000,,0,,0.0000000,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4993.00,2.590000,1.170000,,,3.682000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m28.37s,338.3682095,-09d01m22.59s,-9.0229405,307.47000000,12.1530000,10.8310000,9.0820000,8.5940000,8.5160000,14.9806000,11.4948000,10.6072000,10.3292000,10.6531000,8.4190000,8.5140000,8.4410000,8.3380000,10.5959000,,9.9735000,10.581
CONFIRMED,4.60808540736,,7.04461252,0.62847932,,,,,378.5469,1124.99,0,0.04355578,8.9037215,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4911.00,3.120570,,,,4.438000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m28.37s,338.3682095,-09d01m22.59s,-9.0229405,307.47000000,12.1530000,10.8310000,9.0820000,8.5940000,8.5160000,14.9806000,11.4948000,10.6072000,10.3292000,10.6531000,8.4190000,8.5140000,8.4410000,8.3380000,10.5959000,,9.9735000,10.581
CONFIRMED,4.60543000000,,6.27704000,0.56000000,28.60470000,0.09000000,Mass,0.000000,,,0,0.03700000,,,14.40000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4881.00,2.970000,0.660000,0.3200,[Fe/H],3.440000,0.040000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m28.37s,338.3682095,-09d01m22.59s,-9.0229405,307.47000000,12.1530000,10.8310000,9.0820000,8.5940000,8.5160000,14.9806000,11.4948000,10.6072000,10.3292000,10.6531000,8.4190000,8.5140000,8.4410000,8.3380000,10.5959000,,9.9735000,10.581
CONFIRMED,4.60498290000,,1.67000000,0.14898742,,,,,,,0,0.04320000,8.7900000,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4843.00,0.740000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m28.37s,338.3682095,-09d01m22.59s,-9.0229405,307.47000000,12.1530000,10.8310000,9.0820000,8.5940000,8.5160000,14.9806000,11.4948000,10.6072000,10.3292000,10.6531000,8.4190000,8.5140000,8.4410000,8.3380000,10.5959000,,9.9735000,10.581
CONFIRMED,4.60497000000,0.0574000000,5.71000000,0.50941208,39.80000000,0.12522418,Mass,0.152000,1356.0000,1670.00,0,,,,13.80000,<a refstr=PETIGURA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..142P/abstract target=ref>Petigura et al. 2017</a>,,4912.00,2.930000,1.192000,0.4300,[Fe/H],3.580000,,0.1000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m28.37s,338.3682095,-09d01m22.59s,-9.0229405,307.47000000,12.1530000,10.8310000,9.0820000,8.5940000,8.5160000,14.9806000,11.4948000,10.6072000,10.3292000,10.6531000,8.4190000,8.5140000,8.4410000,8.3380000,10.5959000,,9.9735000,10.581
CONFIRMED,3.31279200000,,4.66200000,0.41591650,,,,,,,0,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5558.00,0.966000,0.789000,-0.1160,[Fe/H],4.368000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h42m48.57s,355.7023860,-09d35m19.36s,-9.5887124,456.12200000,14.2810000,13.6110000,12.1280000,11.8000000,11.7180000,,,,,,11.6780000,11.7480000,11.5120000,9.0140000,13.3434000,,12.8466000,13.376
CONFIRMED,3.31292140000,,4.28877000,0.38261909,,,,,260.9650,1119.00,0,0.18150000,2.0970000,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5512.00,0.980000,,,,4.440000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h42m48.57s,355.7023860,-09d35m19.36s,-9.5887124,456.12200000,14.2810000,13.6110000,12.1280000,11.8000000,11.7180000,,,,,,11.6780000,11.7480000,11.5120000,9.0140000,13.3434000,,12.8466000,13.376
CONFIRMED,3.31279200000,,4.66200000,0.41591650,,,,,,,0,,2.5000000,,,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G4,5558.00,0.966000,0.789000,-0.1160,[Fe/H],4.368000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h42m48.57s,355.7023860,-09d35m19.36s,-9.5887124,456.12200000,14.2810000,13.6110000,12.1280000,11.8000000,11.7180000,,,,,,11.6780000,11.7480000,11.5120000,9.0140000,13.3434000,,12.8466000,13.376
CONFIRMED,4.62265400000,,1.37100000,0.12231264,,,,,,,0,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5543.00,0.566000,0.757000,-0.5430,[Fe/H],4.973000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h44m54.24s,356.2260152,-07d42m05.45s,-7.7015151,507.94000000,13.3680000,12.5270000,11.1340000,10.8130000,10.7050000,15.1409000,13.1345000,12.4005000,12.3210000,12.8233000,10.6490000,10.7120000,10.5810000,8.2950000,12.3302000,,11.8194000,12.360
CONFIRMED,4.62265400000,,1.37100000,0.12231264,,,,,,,0,,2.7000000,,,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,5543.00,0.566000,0.757000,-0.5430,[Fe/H],4.973000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h44m54.24s,356.2260152,-07d42m05.45s,-7.7015151,507.94000000,13.3680000,12.5270000,11.1340000,10.8130000,10.7050000,15.1409000,13.1345000,12.4005000,12.3210000,12.8233000,10.6490000,10.7120000,10.5810000,8.2950000,12.3302000,,11.8194000,12.360
CONFIRMED,15.39872300000,,1.85000000,0.16504623,,,,,,,0,,3.5000000,,,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G3,5726.00,1.058000,0.841000,-0.2380,[Fe/H],4.314000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h38m35.98s,354.6499065,-07d28m43.97s,-7.4788816,406.98500000,13.4910000,12.9220000,11.6030000,11.2590000,11.2380000,14.9287000,13.3491000,14.7425000,12.6612000,13.0854000,11.1590000,11.2090000,11.0650000,8.9970000,12.6795000,,12.2338000,12.719
CONFIRMED,15.39872300000,,1.85000000,0.16504623,,,,,,,0,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5726.00,1.058000,0.841000,-0.2380,[Fe/H],4.314000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h38m35.98s,354.6499065,-07d28m43.97s,-7.4788816,406.98500000,13.4910000,12.9220000,11.6030000,11.2590000,11.2380000,14.9287000,13.3491000,14.7425000,12.6612000,13.0854000,11.1590000,11.2090000,11.0650000,8.9970000,12.6795000,,12.2338000,12.719
CONFIRMED,10.41144000000,,,,,,,,,,0,,,,,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,,5540.00,1.120000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h14m03.82s,348.5159113,-00d04m55.57s,-0.0821031,265.91400000,12.6380000,11.8400000,10.6940000,10.3770000,10.2840000,,,,,,10.2500000,10.3040000,10.3670000,8.4700000,11.7768000,,11.3202000,11.769
CONFIRMED,10.41318100000,,2.35200000,0.20983175,,,,,,,0,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5678.00,1.071000,0.881000,0.0760,[Fe/H],4.321000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h14m03.82s,348.5159113,-00d04m55.57s,-0.0821031,265.91400000,12.6380000,11.8400000,10.6940000,10.3770000,10.2840000,,,,,,10.2500000,10.3040000,10.3670000,8.4700000,11.7768000,,11.3202000,11.769
CONFIRMED,5.09579830000,,1.92318000,0.17157492,,,,,28.5068,643.00,0,0.07140000,1.7720000,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4197.00,0.700000,,,,4.560000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h44m26.40s,71.1100020,+16d31m06.89s,16.5185817,98.01520000,13.9680000,12.7680000,10.3450000,9.7260000,9.5680000,,,,,,9.5070000,9.5780000,9.4190000,8.6950000,12.2095000,,11.4398000,12.239
CONFIRMED,5.09571700000,,1.69200000,0.15095039,,,,,,,0,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,4938.00,0.631000,0.478000,-0.3880,[Fe/H],4.515000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h44m26.40s,71.1100020,+16d31m06.89s,16.5185817,98.01520000,13.9680000,12.7680000,10.3450000,9.7260000,9.5680000,,,,,,9.5070000,9.5780000,9.4190000,8.6950000,12.2095000,,11.4398000,12.239
CONFIRMED,5.09582000000,,,,,,,,,,0,,,,,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,,4490.00,0.580000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h44m26.40s,71.1100020,+16d31m06.89s,16.5185817,98.01520000,13.9680000,12.7680000,10.3450000,9.7260000,9.5680000,,,,,,9.5070000,9.5780000,9.4190000,8.6950000,12.2095000,,11.4398000,12.239
CONFIRMED,4.80335200000,,2.59700000,0.23168922,,,,,,,0,,2.5000000,,,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K0,5007.00,0.783000,0.952000,-0.0330,[Fe/H],4.628000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h41m46.53s,70.4438684,+16d40m27.63s,16.6743415,286.72700000,15.9840000,15.1310000,12.0940000,11.5080000,11.3650000,,,,,,11.2650000,11.2870000,11.2320000,8.8520000,14.1559000,,13.3168000,14.168
CONFIRMED,4.80335200000,,2.59700000,0.23168922,,,,,,,0,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5007.00,0.783000,0.952000,-0.0330,[Fe/H],4.628000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h41m46.53s,70.4438684,+16d40m27.63s,16.6743415,286.72700000,15.9840000,15.1310000,12.0940000,11.5080000,11.3650000,,,,,,11.2650000,11.2870000,11.2320000,8.8520000,14.1559000,,13.3168000,14.168
CONFIRMED,8.49128200000,,3.39500000,0.30288213,,,,,,,0,,2.3000000,,,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K0,5007.00,0.783000,0.952000,-0.0330,[Fe/H],4.628000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h41m46.53s,70.4438684,+16d40m27.63s,16.6743415,286.72700000,15.9840000,15.1310000,12.0940000,11.5080000,11.3650000,,,,,,11.2650000,11.2870000,11.2320000,8.8520000,14.1559000,,13.3168000,14.168
CONFIRMED,8.49128200000,,3.39500000,0.30288213,,,,,,,0,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5007.00,0.783000,0.952000,-0.0330,[Fe/H],4.628000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h41m46.53s,70.4438684,+16d40m27.63s,16.6743415,286.72700000,15.9840000,15.1310000,12.0940000,11.5080000,11.3650000,,,,,,11.2650000,11.2870000,11.2320000,8.8520000,14.1559000,,13.3168000,14.168
CONFIRMED,0.67386200000,,1.57900000,0.14086919,,,,,,,0,,1.6000000,,,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G9,5236.00,0.920000,0.954000,0.2370,[Fe/H],4.488000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h58m46.29s,74.6928607,+17d16m08.60s,17.2690562,274.86400000,14.1720000,13.3200000,11.3560000,10.9150000,10.8110000,,,,,,10.7390000,10.7700000,10.6950000,9.0840000,12.9345000,,12.2978000,12.903
